Data.Precipitation,Data.Temperature.Avg Temp,Data.Temperature.Max Temp,Data.Temperature.Min Temp,Data.Wind.Direction,Data.Wind.Speed
2.26,60,66,53,23,5.56
0.38,62,68,55,24,3.25
0.55,60,65,55,24,5.68
2.06,57,64,49,17,9.95
2.13,57,63,49,20,8.05
2.48,59,67,51,18,6.2
1.84,59,67,50,20,4.91
0.12,63,69,57,28,3.76
2.73,60,65,54,22,7.06
0.4,56,64,47,30,10.53
1.43,57,65,49,17,2.95
0.71,60,69,50,28,4.86
1.89,60,69,50,22,5.51
0,40,59,20,20,5.36
0,47,60,33,23,5.76
0.04,34,46,20,13,2.03
0,47,62,30,21,7.33
0,49,62,35,14,5.06
0,49,68,29,18,4.81
0.34,35,41,28,20,5.53
0.54,32,41,22,16,6.26
0.33,38,47,28,19,6.91
0.33,38,47,28,19,6.91
0.01,63,74,51,16,4.7
0,73,80,65,14,4.93
0.15,58,74,42,24,3.41
0.16,58,71,44,17,4.56
0,72,77,67,19,6.33
0.01,73,81,65,20,4.4
0.07,66,78,54,23,5.15
0.15,60,71,48,29,5.43
0.6,57,72,42,27,4.55
0,65,75,55,22,4.26
0,68,79,56,28,5.86
0.01,71,79,62,21,5.4
0.5,54,69,40,28,4.08
1.14,50,62,37,21,4.58
1.64,50,59,40,26,7.3
1.18,50,64,37,25,5.26
1.32,52,65,39,25,5.46
0.67,55,68,42,16,5.98
0.11,75,85,66,24,3.03
0.02,74,81,66,19,3.81
0,75,84,66,14,5.4
0.03,72,80,63,17,5.45
0,71,79,62,31,4.45
0.4,51,63,40,11,6.28
0.21,48,57,39,10,4.88
0.82,45,58,31,21,7.25
0.24,30,37,23,17,7.21
0.08,33,42,22,20,7.33
0.08,34,43,25,20,6.18
0.22,37,47,27,19,7.86
0.13,30,38,21,15,7.88
0.17,38,47,27,19,6.61
0.66,40,49,31,24,4.01
0.49,32,37,25,19,5.33
0.46,36,43,27,25,5.85
0.66,28,34,20,15,4.61
0.13,29,38,19,20,9.01
0,36,45,27,14,8.9
0.16,27,36,18,21,9.55
0.01,38,50,25,21,7.9
0.28,26,37,14,19,8.53
0,47,62,32,24,9.58
0,51,66,35,23,9.08
0,48,66,29,27,8.16
0,52,68,35,22,8.63
0.01,47,63,31,22,7.85
0,51,67,35,22,11.81
0.59,35,42,28,23,5.35
0.86,38,46,31,27,1.68
0.51,37,46,28,21,5.2
0.47,39,47,31,24,3.93
0.63,42,52,30,23,3.55
0.04,63,75,50,15,3.86
0,63,75,51,19,4.31
0.03,64,74,53,15,5.66
0.1,61,75,46,16,4.73
0.3,60,73,46,15,2.91
0.81,23,34,11,25,5.9
0.81,11,22,-1,26,5.08
0.92,28,37,19,23,6.11
0.44,39,49,28,12,5.08
0.45,39,48,28,25,5.95
0.38,33,40,26,22,6.61
0,60,60,60,27,6.65
0.6,29,37,20,24,7.16
0.65,18,30,5,21,3.93
0.51,28,32,22,11,4.5
0.84,23,33,12,16,5.11
0.92,24,32,14,14,6.23
0.54,16,28,4,19,4.43
0.72,22,31,13,16,5.38
0.06,16,29,3,0,0
0.24,26,34,18,15,6.21
0.06,20,29,12,17,2.81
0.16,21,30,12,22,5.5
0.1,13,29,-3,18,3.4
0.05,31,38,23,25,5.75
0.27,25,32,18,20,9.31
0.1,28,36,21,23,5.25
0.75,54,65,43,15,4.2
1.23,52,65,39,14,3.33
0.48,60,71,49,17,3.63
1.07,57,72,43,16,2.86
0.21,56,71,41,16,3.71
0.59,53,67,38,17,3.48
1.17,49,60,37,24,2.7
0.46,42,52,31,18,4.85
0.12,44,56,31,18,8.26
0,48,60,31,26,10.36
0.21,44,56,31,18,7.68
0.17,48,63,33,23,8.28
0.09,42,58,25,20,9.56
0.06,42,52,31,18,6.1
0,48,61,34,25,10.1
0.13,36,49,23,21,2.93
0,41,53,29,24,13.33
0.07,40,54,26,20,8.26
0.3,40,52,27,15,5.56
0.04,44,58,29,22,13.78
0.19,43,60,25,22,5.76
0.02,42,56,28,24,4.75
0.19,37,47,27,20,3.41
0,45,61,28,23,5.5
0.06,38,49,27,26,1.86
0.02,44,59,28,25,7
0,42,58,25,23,8.13
0,39,53,26,22,7.7
0,44,64,23,26,5.05
0,39,52,26,21,9.76
0,45,65,25,29,4.73
0,44,63,24,27,9.68
0.02,44,62,26,28,6.81
0.33,44,58,29,18,7.91
0.12,46,60,31,18,5.46
0,67,77,57,16,3.85
0.08,57,70,44,20,5.96
0.25,52,63,40,22,5.95
0.03,48,63,32,20,6.25
0.79,27,38,16,25,5.53
0,60,60,60,25,61.1
0.58,36,45,27,28,6.28
0.24,38,46,29,17,6.78
0,56,71,40,18,4.33
0,52,67,35,27,6.21
0,57,74,39,23,4.11
0.08,29,38,19,27,7.08
0.08,26,36,16,16,5.1
0.34,25,32,18,13,7.16
0.18,26,35,16,13,4.03
0.34,36,43,29,23,6.88
0.25,39,46,31,18,6.8
0.13,25,32,18,14,5.63
0.14,25,35,15,14,4.91
0.24,41,52,30,27,6.73
2.82,50,57,42,15,6.76
0.06,47,59,34,19,5.41
0.25,45,57,32,20,5.96
0.24,43,54,32,25,3.46
0.25,47,58,34,14,4.46
1.16,50,60,38,16,7.45
0.08,34,48,20,16,6.21
0.1,37,49,23,17,7.36
0.02,29,38,20,23,5.6
0,28,36,20,17,5.73
0.06,35,48,22,18,4.85
0.55,31,38,24,22,5.23
0.65,30,37,23,15,4.78
0.5,34,41,27,24,4.58
0.66,33,39,27,24,5.7
0.84,30,36,24,21,4.81
0.58,28,33,22,16,4.88
0.56,31,38,21,21,4.85
0,54,71,36,23,11.73
0.02,54,68,40,21,11.51
0.02,52,69,35,22,9.31
0.35,54,69,40,20,9.58
3.37,51,57,44,17,9.38
0.19,44,56,32,16,6.33
0.99,51,59,42,18,7.48
0.67,52,63,40,24,2.46
0.44,51,62,40,18,3.75
1.3,52,58,45,14,8.86
0.19,46,59,33,21,7.21
1.35,52,59,44,17,7.01
0.07,37,47,26,18,5.86
0.3,27,33,21,12,5.78
0.04,37,47,27,18,5.85
0.34,40,49,31,18,6.46
0.43,34,41,26,22,5.73
0.04,32,41,23,19,5.23
0.04,36,45,26,19,4.91
0.1,80,84,74,9,6.7
0.29,34,41,26,19,6.58
0.65,48,59,36,14,4.36
0.76,55,66,43,17,7.08
0.67,52,64,40,18,5.46
0.19,47,58,35,14,4.95
0.03,34,45,23,17,6.91
0,32,44,20,18,6.38
0.05,34,47,19,15,5.28
0.04,43,62,25,21,6.51
0.03,29,40,18,17,7.56
0.38,40,52,26,24,3.75
0.49,47,56,36,21,3.61
0.53,41,52,30,20,4.11
0.57,41,51,30,25,3.63
0.39,43,53,32,14,3.6
1.08,52,62,41,20,3.23
0.84,45,56,33,25,3.2
0.5,43,53,32,15,1.21
0,59,73,45,23,10.75
0,56,72,39,24,8.51
0,62,78,46,21,5.81
0,67,79,55,20,3.78
0.01,65,77,53,15,5.56
0,74,82,65,12,10.18
0,58,74,42,17,9.53
0,64,77,51,19,6.08
0,72,82,61,12,10.75
0,53,72,34,18,5.7
0,61,72,49,16,8.86
0,60,72,47,22,9.31
0,67,80,53,20,8.38
0,65,80,48,21,5.98
0,60,73,48,21,9.68
0,64,70,58,13,8.86
0,66,76,55,15,5.18
0,58,74,42,13,9.73
0,62,77,47,13,9.91
0,59,77,42,12,7.86
0,67,78,55,21,6.26
0,65,79,52,16,6
0,59,74,44,21,8.05
0,57,72,42,16,11.36
0.6,52,64,39,19,5.63
0.38,41,53,30,25,5.36
0.25,21,31,11,25,4.95
0.66,40,52,26,22,3.4
0.7,44,51,37,10,8.4
0.25,40,52,29,13,6.33
0.38,41,53,30,25,5.36
0.62,38,48,30,23,6.03
0.17,42,50,34,13,6.53
1.1,41,52,31,16,3.56
0.64,45,55,34,23,4.4
3.11,48,56,40,18,4.7
4.99,51,55,46,16,8.86
1.63,51,57,44,17,6.53
0.99,44,52,36,17,6.8
0.87,47,58,36,22,4.05
0.88,36,45,26,24,5.76
1.02,38,47,28,22,3.98
0.39,34,45,23,25,4.35
1.18,38,46,29,17,3.15
0.24,25,32,17,22,5.81
0.28,27,35,19,22,6.91
0.34,26,34,16,16,6.46
0.25,28,34,20,17,7.16
0,43,59,22,24,13.21
0,43,58,28,27,11.85
0,43,58,28,25,4.33
0,39,52,27,24,14.21
0,44,63,24,26,3.96
1.26,68,76,59,17,6.91
1.2,66,75,57,14,8.61
4.44,67,73,60,13,12.8
0.26,68,79,57,15,6.31
0,33,41,25,16,2.2
1.4,41,46,36,15,8.52
0,21,27,14,4,14.72
0.01,8,19,-2,20,5.4
0.43,32,39,26,21,8.67
0.71,37,46,27,15,2.84
0,22,34,9,16,6.91
0,16,28,3,11,3.12
0,18,34,1,20,0.94
0,60,60,60,20,2.88
0.15,37,44,29,13,3.32
0.03,36,43,28,8,4.44
0.38,37,46,28,13,4.55
0.05,32,40,24,1,9.31
1.94,42,47,36,16,9.8
0.1,36,43,28,19,5.84
1.5,39,43,34,21,8.35
0,3,12,-5,3,4.44
0.01,14,26,0,31,1.21
0,10,18,3,20,5.6
0,14,31,-3,15,0.7
0,36,45,27,26,4.55
0,60,60,60,0,0
0,60,60,60,26,5.2
0.49,48,57,38,11,7.41
0.12,40,47,32,8,6.55
0.49,28,32,24,16,15.88
0,32,42,21,24,3.24
0,11,20,2,8,5.25
0,-8,-6,-11,9,16.62
0,60,60,60,12,6.47
0.99,38,48,28,14,2.92
0.19,51,70,33,21,5.11
0.11,53,68,37,15,7.84
0,65,77,53,18,4.28
0.11,61,75,46,23,3.42
0,47,66,28,22,5.41
3.3,60,66,53,8,5.51
2.12,57,63,50,11,6.51
6.08,59,64,54,0,0
0.41,57,68,46,15,1.64
0.01,48,65,30,21,3.11
0,55,69,40,19,8.95
2.82,55,61,49,22,6.57
3.31,52,58,46,0,0
1.74,55,62,46,10,3.38
1.81,56,62,50,21,6.02
0.48,59,68,49,26,3.9
0.85,58,64,50,26,6.15
2.61,52,57,47,16,13.81
6.6,52,57,47,22,10.6
2.49,53,59,47,18,5.75
1.38,56,62,49,16,4.6
0.6,60,66,53,29,4.51
2.29,56,60,51,21,9.52
0.74,47,55,38,30,10.87
1.08,57,65,47,25,4.77
2.31,55,64,45,29,5.11
1.59,54,61,47,18,6.92
0,36,56,16,23,4.4
0,46,60,32,22,4.45
0.38,35,47,22,19,2.24
0.01,46,61,30,20,4.94
0.27,45,58,33,12,3.77
0,49,68,31,21,6.17
0.05,49,59,39,22,4.28
0.05,52,65,38,24,6.4
0.16,55,68,42,19,4.87
0.16,55,68,42,19,4.87
0.08,69,79,58,13,4.27
0.02,75,79,71,12,15.58
0.1,67,81,53,13,5.85
0.1,67,80,54,14,7.3
0.11,75,78,71,11,15.32
0,76,81,71,11,13.71
0,71,83,59,12,8.28
1.62,68,73,61,13,12.11
0.02,68,80,55,15,7.54
0.19,73,82,64,14,7.05
0,74,80,68,12,12.84
0,76,80,71,12,14.98
0.08,66,80,52,15,5.37
0.12,65,78,51,17,3.21
0,65,75,55,17,6.82
0.05,65,79,49,17,4.52
0.01,65,78,52,17,4.81
0.03,68,79,55,16,7.77
2.78,74,80,67,26,6.48
0,75,81,69,10,12.1
0.22,74,82,65,8,11.91
0.42,72,78,65,9,11.71
0.18,73,78,66,11,17.01
0.3,49,55,42,15,5.71
0.46,46,56,36,11,2.32
0.6,44,53,35,21,8.91
0.87,50,58,42,12,8.24
0.63,54,63,43,18,6.87
0.96,53,61,45,17,6.77
0.48,55,62,47,12,6.77
0.52,50,60,40,18,7.02
1.3,56,64,48,19,8.01
2.51,58,66,50,16,6.01
1.22,50,59,41,16,8.54
1.35,57,65,48,17,7.94
1.1,51,60,42,17,9.22
0.52,50,60,39,19,8.44
0.45,54,63,44,16,7.27
0.56,49,59,38,19,8.32
0.06,54,67,38,21,8.72
0.28,48,60,36,19,8.15
0.12,54,66,42,18,7.6
0.01,52,67,36,17,7.22
0.01,50,68,32,24,11.11
0.22,56,68,43,9,5.72
1.78,57,66,47,16,6.2
0.91,57,67,45,11,8.32
1.78,58,65,51,15,6.77
0.14,62,72,52,15,2.07
1.49,61,70,53,17,7.4
2.21,61,69,52,13,6.14
3.86,61,67,53,12,6.12
8.24,69,76,62,13,9.55
1.14,69,76,62,16,11.37
1.83,72,77,66,14,12.64
12.02,66,73,59,11,8.31
2.75,69,75,62,14,9.47
0.36,40,50,29,22,7.48
0.56,30,39,20,22,7.45
0.9,44,54,33,22,5.1
0.55,57,69,44,19,5.1
0.04,56,68,44,20,6.05
0.49,49,59,39,19,7.07
0,60,60,60,23,8.4
0.34,48,59,37,26,8.8
0.25,42,52,32,18,5.12
1.35,51,60,41,16,6.85
0.57,53,62,43,23,6.4
0.76,50,59,41,18,7.47
0.48,45,55,34,21,5.82
1.01,50,59,41,18,7.21
0.31,38,49,27,0,0
0.47,49,56,41,21,9.31
0.31,39,45,32,21,4.84
0.19,39,47,31,18,7.5
0.28,38,48,28,16,5.22
0,49,59,39,19,8.27
0.02,47,56,37,20,10.51
0.06,45,56,33,19,6.58
13.36,65,71,58,11,9.54
4.75,67,74,59,15,10.67
2.67,67,73,62,13,13.17
7.87,67,75,59,14,9.34
8.21,67,73,59,15,11
6.02,65,74,56,15,8.11
2.01,66,73,58,12,9.51
2.04,59,64,53,12,8.71
1.01,57,64,50,17,7.55
1.1,57,64,49,11,8.31
1.13,56,63,49,14,8.31
1.68,57,64,49,12,8.28
0.41,55,66,44,17,6.77
0.52,59,66,52,13,6.97
0,47,60,34,22,8.64
0.17,36,46,26,21,3.51
0,40,53,26,24,13.42
0.23,39,49,28,21,8.35
0.11,47,59,34,23,7.57
0,43,56,30,21,12.64
0,44,59,28,23,9.27
0,42,54,29,21,4.2
0.63,39,49,27,18,3.68
0.01,48,62,34,20,5.91
0.38,42,54,30,23,3.1
0.01,52,66,38,18,8.84
0.07,53,67,39,16,6.8
0.05,52,67,37,19,8.67
0.02,50,68,30,23,6.65
0.1,55,66,43,17,7.61
1.56,48,65,30,25,6.74
0.03,46,65,27,26,11.34
0,49,67,30,22,7.65
0,40,52,27,19,8.78
0.06,42,54,29,20,6.5
0,61,72,49,21,4.67
0.13,51,64,37,24,5.85
0.03,46,55,37,19,9.38
0.41,45,55,34,15,7.77
0.52,47,61,33,24,4.61
0.04,54,68,40,20,5.72
0.03,56,68,44,19,5.77
0,50,63,35,22,4.2
0,51,66,35,21,9.1
0,56,73,39,25,6.61
0.21,50,62,38,20,5.58
0.49,49,60,37,22,5.57
0.84,46,55,36,21,9.21
0.42,46,56,29,18,3.95
0.03,50,61,39,19,6.18
0.05,56,66,46,20,5.54
0.34,49,60,36,23,7.2
0.79,46,59,32,20,4.77
0.59,59,72,46,17,5.48
0.01,62,67,55,22,6.57
0.12,64,77,51,19,6.35
0.07,64,75,53,19,7.28
0.1,62,73,50,17,4.02
0.89,65,76,53,21,7.48
0.01,66,79,53,20,7.25
0,45,63,26,15,5.91
0,42,58,26,26,9
0.08,43,53,33,20,10.41
0.03,40,50,30,15,9.64
0,42,57,27,25,6.1
1.39,51,61,40,14,7.58
1.5,51,60,41,14,7.3
1.73,54,64,44,13,5.51
2,55,64,45,15,7.84
1.25,51,60,41,14,8.5
1.04,51,60,41,16,6.98
1.09,51,60,40,19,6.62
0.57,56,70,42,10,6.05
0.85,59,65,51,9,9.04
0.91,56,67,46,10,7.88
1.69,59,66,52,13,8.28
5.35,46,52,40,18,7.44
0.87,39,47,31,17,6.68
2.02,46,53,38,19,8.52
0.93,48,55,39,26,2.48
0.57,45,55,34,22,6.32
2.04,47,52,42,15,8.88
0.31,38,49,28,20,5.8
2.73,47,54,39,18,9.38
0.06,53,70,36,23,4.37
1.01,50,60,40,22,6.78
0.34,55,69,41,20,3.5
0.07,58,70,45,22,6.44
0.83,54,65,43,24,5.71
0.53,51,64,38,24,3.95
0.29,53,68,38,21,2
1.27,77,82,73,9,11.95
0.09,50,62,38,24,5.01
0.21,63,76,49,19,3.92
0,67,79,54,18,7.48
0.08,66,80,52,19,5.04
0.4,64,76,51,20,5.88
0.09,47,62,32,16,7.77
0,50,64,35,20,9.17
0.83,48,63,32,19,7.2
0,46,62,30,24,11.42
0.05,49,62,36,19,9.07
0.08,60,75,45,23,2
0.79,63,75,50,17,4.38
3.94,61,69,53,17,5.22
0.4,62,69,56,20,5.72
1.13,63,76,49,24,4.7
10.58,63,68,57,13,7.17
1.88,65,73,56,15,7.54
0.54,63,75,51,20,2.41
2.31,60,67,52,16,8.58
0.02,54,68,39,17,6.7
3.18,68,75,60,11,10.04
3.17,68,74,60,12,5.22
4.1,70,77,63,15,11.28
2.22,71,80,61,19,10.88
0.76,60,71,49,12,6.75
3.89,68,75,60,13,10.08
5.25,71,77,64,16,11.85
0,50,70,30,17,7.35
2.42,64,69,58,11,10.07
2.09,63,68,57,10,10.8
2.08,66,74,57,23,7.38
0.01,59,71,46,17,7.24
2.17,63,68,58,10,9.7
3.14,68,72,64,15,10.55
3.4,70,76,63,14,9.3
0.2,58,71,44,12,9.37
0.34,61,73,48,12,8.47
3.33,61,68,53,16,8.67
2.99,67,74,59,12,8.88
2.94,69,77,62,18,10.7
4.58,64,70,58,15,9.37
0.79,61,68,53,10,8.91
0.05,49,58,40,23,5.08
0.15,62,73,51,16,3.8
0.49,43,53,33,20,7
0.77,60,72,48,14,4.68
0.65,62,74,49,18,7.45
0.1,60,73,47,18,6.68
0.15,62,73,51,16,3.8
0.02,57,67,45,17,7.31
0.26,60,70,48,17,7.05
1.89,39,48,29,14,5.68
0.79,41,52,29,19,5.34
3.09,43,51,36,17,6.42
5.65,45,50,39,15,5.45
2.59,47,54,39,16,9.4
1.04,40,48,33,16,9.85
0.93,43,53,33,24,5.61
0.18,59,70,48,20,5.65
0.53,58,71,45,19,1.94
0.66,52,70,34,25,2.05
0.48,59,71,47,13,3.5
0.27,45,55,35,15,5.44
0.12,50,61,38,20,6.74
0.44,49,59,39,20,6.08
0.5,49,57,41,15,7.05
0.33,42,55,28,23,10.92
0.31,43,55,30,27,9.04
0.5,41,54,28,23,2.71
0.19,39,48,29,24,11.17
0,45,60,29,23,4.41
0.03,61,73,49,26,6.58
0.6,59,71,46,25,6.01
1.53,66,75,57,21,8.41
0.94,67,78,55,20,6.01
0.61,28,34,21,16,4.17
0.39,41,47,34,16,5.7
0,10,17,3,2,19.52
0.11,6,16,-4,8,5.82
0.04,30,35,23,19,16.78
2.35,37,41,32,10,3.98
0.04,14,20,6,24,7.27
0.16,9,20,-1,9,3.15
0.74,24,36,11,17,5.62
0,60,60,60,21,3.51
0.37,33,39,26,13,3.61
0.24,26,35,16,20,7.91
0.5,39,45,33,16,5.77
0.23,28,36,19,7,7.8
1.31,42,49,35,14,6.07
0.1,22,32,13,20,11.87
1.54,38,42,33,19,6.8
0.03,0,10,-10,14,5.14
0.01,5,18,-8,15,5.68
0,5,14,-4,12,5.44
0,11,24,-1,30,3.05
0.52,29,36,21,24,2.97
0,60,60,60,0,0
0,60,60,60,15,23
0.58,47,55,39,11,6.71
0.17,41,47,34,15,4.48
0.1,27,30,24,9,20.14
0.45,23,33,11,25,1.72
0,7,16,-3,13,3.17
0,-9,-4,-14,14,9.81
0,60,60,60,12,5.21
1.8,38,45,30,10,4.1
0,58,80,36,29,4.12
0,58,77,40,20,4.07
0,72,87,57,18,1.48
0,67,84,50,18,1.71
0,51,72,30,26,4.12
0.27,55,68,43,20,6.34
0.03,52,63,41,25,5.54
0,58,68,49,0,0
0,62,76,49,24,2.4
0,55,75,33,26,3.44
0,61,81,42,19,6.05
0.09,59,70,47,21,3.84
0.62,53,59,45,0,0
0,61,73,48,20,3.04
0,59,68,48,28,4.22
0.05,64,73,55,23,2.21
0,63,68,56,25,4.84
1.06,58,70,46,24,5.4
0.71,59,71,47,21,4.35
0.08,58,69,46,24,4.07
0.11,58,69,47,29,3.3
0,64,70,58,29,3.61
0.11,59,66,50,25,6.31
0,58,67,49,28,9.85
0,61,70,52,19,1.74
0.06,61,71,51,32,5.84
0.04,58,71,44,29,4.27
0,36,57,14,27,6.77
0.17,35,48,23,21,5.61
0.12,32,42,20,19,5.9
0.28,36,45,26,24,8.44
0.14,43,57,29,23,2.9
0.1,40,57,22,17,5.5
1.03,45,52,38,16,9.14
0.81,43,52,33,19,6.88
0.87,48,55,40,16,7.92
0.87,48,55,40,16,7.92
0.53,75,84,65,22,5.48
0.95,76,84,69,19,5.18
1.23,72,82,62,25,6.18
0.31,72,82,61,22,6.6
0.03,78,81,73,16,6.25
0.19,79,87,71,19,4.22
0.17,75,85,65,27,5.7
2.19,67,74,59,24,8.44
1.44,71,80,62,26,5.6
0.37,74,79,68,23,6.02
0.53,74,84,64,21,4.45
0.16,77,85,69,23,5.07
0.25,69,78,59,24,4.9
0,64,78,51,25,4.04
0.01,64,75,53,26,8.28
0.25,66,78,52,24,4.17
0.36,66,79,53,25,5.28
0.18,70,79,60,24,6.38
1.61,74,80,67,27,5.24
0,74,81,67,12,8.77
0.34,73,80,65,4,9.75
0.53,71,77,64,12,10.01
0.02,72,78,65,8,13.47
0.36,44,54,34,20,7.05
0.25,45,56,34,16,4.32
0.55,37,48,26,17,11.25
0.19,45,52,38,16,9.51
0.6,47,56,38,26,8.28
0.45,48,57,40,28,6.4
0.05,48,58,39,26,6.71
1.38,45,52,38,23,8.22
0.41,51,60,42,24,8.04
0.78,53,62,42,24,7.02
0,45,54,37,21,10.27
0.09,51,59,42,22,9.47
0.18,42,51,33,23,8.95
0.61,44,54,35,27,8.94
0.98,47,55,38,29,9.61
1.25,41,49,33,21,9.58
0.41,43,54,32,28,10.21
0.86,43,50,35,25,7.81
0,44,56,31,24,8.31
0.03,40,56,25,22,9.05
0.08,38,53,22,31,10.77
0,45,61,29,22,7.91
0.05,47,58,35,28,7.38
0,48,61,34,21,10.11
0.16,52,61,42,22,8.08
0.19,56,66,45,23,2.8
0.07,54,64,43,22,8.21
0.24,57,67,48,18,8.77
0.93,53,64,42,23,7.1
0.42,66,75,57,21,6.4
0.07,67,75,59,16,8.3
2.29,70,77,61,22,9.07
0.05,62,72,52,18,7.85
0.62,67,76,58,22,5.37
0.45,34,41,26,20,6.88
0.75,25,33,17,19,6.42
1.1,38,45,31,15,7.11
0.79,49,58,40,16,6.7
0.93,50,59,39,15,5.85
1.5,42,47,36,14,11
0,60,60,60,15,10.97
1.28,39,46,31,15,9.44
1.19,35,42,27,14,4.8
0.12,45,53,36,21,7.87
0.15,44,50,36,17,7.3
0.52,42,49,34,21,9.58
0.93,37,45,29,17,5.45
0.16,42,49,34,17,8.42
1.96,30,38,22,0,0
0.49,41,48,33,22,7.78
0.68,34,40,27,10,4.82
2.75,31,36,26,16,6.94
2.07,29,39,18,13,5.64
0.99,41,46,35,16,8.67
1.23,40,45,34,21,10.65
0.41,38,43,32,19,7.65
0.28,60,68,52,18,9.41
0.51,60,71,49,23,7.12
1.13,66,74,58,21,7.34
1.28,65,75,55,21,5.98
1.69,62,73,51,22,7.04
1.61,61,72,49,17,6.61
0.7,59,72,46,25,5.88
0.12,53,63,42,22,7.8
0.07,49,59,39,22,7.47
0.07,47,57,35,29,7.17
0.08,48,59,37,22,7.5
0,50,61,38,23,7.72
0.16,45,57,33,29,7.28
0.36,54,62,45,20,6.7
0.05,36,49,24,27,11.8
0.1,27,39,15,19,4.7
0.01,34,47,20,26,12.48
0,32,43,19,17,7.78
0,34,44,22,25,11.04
0.09,35,49,20,25,10.2
0.03,34,48,20,22,9.37
0.02,36,48,24,26,6.51
0.13,35,46,23,15,3.61
0.01,36,47,24,26,10.07
0.25,36,47,25,24,2.45
0.16,41,54,27,29,8.92
0.51,45,56,32,30,7.94
0.2,41,52,29,29,10.01
0.05,34,52,17,30,8.01
0.29,46,56,35,29,9.41
0,36,51,20,28,8.01
0,33,50,16,25,10.91
0,35,51,18,28,10.78
0,40,58,21,20,5.71
0,42,59,24,22,4.78
0,67,79,54,11,1.74
0,59,75,42,13,4.44
0,50,66,34,23,4.65
0,43,60,26,15,5.5
0.43,40,49,29,17,5.98
1.72,47,55,39,16,8
0.62,48,56,40,21,8.27
0,51,66,35,20,6
0,41,56,26,16,9.18
0,52,70,37,15,6.21
0.48,43,52,34,24,5.24
0.38,39,46,31,21,7.22
0.35,41,48,33,16,7.9
0.82,39,48,30,19,3.87
1.36,46,53,38,16,8.94
0.31,48,54,41,12,9.88
0.5,41,48,34,17,6.82
0.94,40,48,31,16,6.27
0.21,56,69,43,32,4.88
1.14,60,67,53,12,5.27
0.22,61,73,49,16,3.88
0.22,59,69,49,18,4.95
0.15,59,70,47,20,4.27
1.99,60,70,49,17,3.12
0.78,65,75,55,19,6.02
0.11,36,47,24,26,10.72
0,31,43,19,27,12.35
0.16,38,45,30,24,8.74
0.5,37,44,29,24,8.5
0.02,32,44,21,27,10.14
0.64,46,54,38,23,7.8
0.62,46,52,40,19,9.12
0.44,50,58,42,20,6.87
0.59,49,58,40,21,9.95
0.35,46,52,39,20,8.14
0.02,43,53,36,22,8.2
0.73,46,54,38,18,7.54
0,45,63,27,22,7.54
0,52,65,38,19,10.37
0,49,63,33,22,7.12
0,53,66,40,22,7.57
1.33,49,56,41,19,6.08
0.11,40,51,28,18,9.01
1.38,49,58,41,13,5.57
0.32,53,64,41,28,1.85
0.27,43,54,32,16,5.18
0.88,50,57,42,15,9.38
0.05,40,53,27,29,3.74
1.13,49,58,40,21,5.65
0.35,45,54,36,17,5.38
0.12,44,50,37,17,9.81
0.37,47,55,38,17,4.7
1.14,49,55,42,16,7.25
0.81,49,56,41,23,6.3
0.77,44,52,36,18,4.11
0.28,45,53,36,16,4.67
0.05,79,84,72,8,7.12
1.71,44,51,36,14,9.5
0.02,62,75,49,23,4.3
0.09,69,79,60,23,6.2
0.22,66,78,54,20,4.84
0.7,62,74,50,18,4.68
0.12,39,49,29,28,10.75
0.12,39,49,28,27,10.4
0.06,39,51,26,28,13.45
0,34,49,19,29,11.72
0.07,39,49,29,28,9.55
0.29,54,66,42,22,3.5
0.25,60,72,47,22,4.91
0.25,53,65,42,24,7.72
0.19,54,65,43,23,6.14
0.28,57,69,45,23,6.07
0.11,59,68,49,21,7.42
0.01,57,69,45,24,6.48
1.03,57,69,44,23,1.74
0,56,68,43,12,6.77
0,47,63,31,21,7.9
0.07,64,76,51,14,7.17
0.09,67,78,56,15,3.41
0.01,69,77,60,20,8.95
0.42,73,80,66,20,10.55
0.02,53,68,38,14,8.2
0,66,76,55,19,8.05
1.29,71,78,63,15,12.38
0,44,61,27,21,8.92
0.01,61,71,50,20,8.17
0,60,71,49,14,9.31
0,66,80,53,16,4.94
0,61,75,47,23,5.65
0.16,60,71,49,20,8.5
0.01,69,73,64,21,12.94
0.16,70,78,61,20,9.11
0,53,69,37,14,9.1
0,57,72,42,14,8.07
0,60,74,44,17,5.11
0.06,67,78,55,9,6.64
1.28,68,77,59,20,9.25
0,61,74,48,24,8
0.03,54,67,40,15,9.71
0.24,43,54,33,26,2.78
1.33,55,65,45,20,4.02
0.56,38,46,29,27,7.02
1.03,53,63,41,17,4.95
0.72,57,66,47,15,6.38
0.4,54,64,43,22,5.45
1.33,55,65,45,20,4.02
0.64,52,61,43,19,6.44
0.36,53,61,45,12,7.14
0.21,40,51,28,10,5.31
0.01,43,55,32,17,6.15
1.14,44,54,35,9,4.42
0.97,46,55,36,10,3.85
0.42,48,55,42,19,8.37
0.11,41,50,32,12,8.27
0,45,58,31,26,2.78
0.71,51,61,41,23,5.54
0.51,54,64,44,23,4.75
0.77,47,58,36,26,3.75
0.26,55,65,45,22,5.24
1.29,38,45,32,19,8.42
1.46,43,48,37,21,7.85
1.33,42,49,35,24,6.78
0.61,41,47,35,10,8.58
0,29,45,12,23,10.34
0.3,30,40,20,30,12.08
0.11,32,44,21,26,5.7
